p,n,f,recovery,final solve,post-ortho,cs construct,pbmgs
8,6000,0,1.3854413e-05,0.18820813,1.7340062e-07,6.6432403e-07,53.855397
8,6000,1,0.26336613,0.18023406,0.11134301,0.028082104,72.994015
8,6000,2,0.51161833,0.18515686,0.097543711,0.054016608,79.909872
8,6000,3,0.79512687,0.18188971,0.072237961,0.068492777,86.778644
10,6000,0,1.6619638e-05,0.17993257,2.1446496e-07,6.1973929e-07,58.593965
10,6000,1,0.18914739,0.18001458,0.11306137,0.020114115,74.728016
10,6000,2,0.4021893,0.17980371,0.081333064,0.034274787,105.20196
10,6000,3,0.60246621,0.18147891,0.076591946,0.044395477,114.69944
12,6000,0,2.0790716e-05,0.1814183,1.9143853e-07,5.627258e-07,50.46959
12,6000,1,0.14741404,0.18200993,0.088134789,0.01420811,58.431849
12,6000,2,0.31153969,0.18275832,0.072074661,0.026481146,59.649629
12,6000,3,0.52351913,0.18214314,0.062169302,0.033098455,70.527203
6,9000,0,1.7179073e-05,0.39931881,1.2717727e-07,1.4602103e-06,164.44259
6,9000,1,0.50790848,0.39304139,0.22294455,0.070760587,217.78701
6,9000,2,1.0924057,0.39629787,0.16227399,0.13092844,349.50599
6,9000,3,2.5969608,0.39181456,0.13014417,0.23049729,449.74177
8,9000,0,1.8975348e-05,0.38816853,1.785229e-07,1.8487917e-06,182.17212
8,9000,1,0.62023273,0.39058486,0.25179927,0.066051211,239.98166
8,9000,2,1.200423,0.39090313,0.21996714,0.12503905,266.70818
8,9000,3,1.8644791,0.39449349,0.16288213,0.15989209,294.92524
10,9000,0,1.8585026e-05,0.38497642,1.295656e-07,1.9617379e-06,107.99333
10,9000,1,0.4517276,0.38724392,0.27241682,0.0445996,125.613
10,9000,2,0.95175899,0.38410758,0.18338352,0.076617929,141.00729
10,9000,3,1.4627322,0.39007366,0.17064874,0.10170277,164.65
12,9000,0,2.3047776e-05,0.38808606,2.0926301e-07,1.8317045e-06,104.9582
12,9000,1,0.35267146,0.38607845,0.1932422,0.028901301,124.18775
12,9000,2,0.76083801,0.38951138,0.15586486,0.053817665,130.0913
12,9000,3,1.3121043,0.39011213,0.15485823,0.070284004,142.83931
6,12000,0,2.0908709e-05,0.73697239,2.157564e-07,7.674098e-07,379.82483
6,12000,1,0.91243268,0.71258402,0.39845004,0.12387531,488.5347
6,12000,2,1.9671987,0.72295219,0.28668934,0.22521833,823.39214
6,12000,3,4.7107491,0.71379691,0.22834354,0.41944867,1058.7753
8,12000,0,2.3037079e-05,0.72417108,1.5209662e-07,8.5472129e-07,353.04063
8,12000,1,1.1380365,0.71300403,0.44890079,0.11948774,452.84608
8,12000,2,2.1932034,0.72855519,0.3888885,0.22607804,496.27505
8,12000,3,3.4101348,0.71496455,0.29125944,0.2953541,566.74456
10,12000,0,2.7017929e-05,0.71719122,2.4173409e-07,8.1364065e-07,252.13263
10,12000,1,0.81628342,0.71501104,0.49017954,0.078909432,286.62508
10,12000,2,1.7561559,0.7139514,0.32973611,0.13847043,322.56189
10,12000,3,2.6902857,0.7136859,0.29902705,0.18909883,368.17443
12,12000,0,2.3550432e-05,0.74861243,2.0478749e-07,8.3221433e-07,198.10676
12,12000,1,0.64522099,0.71710745,0.34593402,0.050734966,277.46844
12,12000,2,1.3916984,0.71527963,0.27447274,0.092694236,254.44964
12,12000,3,2.3955447,0.72137426,0.27651193,0.14508652,274.51576
6,3000,0,8.3375101e-06,0.046934891,1.9764735e-07,4.9877498e-07,6.8183753
6,3000,1,0.049861837,0.045773495,0.025834374,0.010649809,10.511853
6,3000,2,0.10959236,0.046610422,0.018536202,0.017756986,27.233492
6,3000,3,0.24506021,0.046347149,0.016839264,0.02660663,35.358146
8,3000,0,6.7780493e-06,0.045851283,1.3230601e-07,5.6246063e-07,7.1293562
8,3000,1,0.054731295,0.048862647,0.028930409,0.0089198175,9.454506
8,3000,2,0.10426703,0.046734814,0.024230594,0.015446166,10.39611
8,3000,3,0.15191593,0.050759122,0.019215706,0.018270237,12.008324
10,3000,0,9.5396861e-06,0.044893138,2.0872802e-07,4.9881637e-07,5.7031067
10,3000,1,0.036062093,0.048338972,0.026946762,0.0061384245,6.7136428
10,3000,2,0.072437777,0.045928907,0.022236251,0.01103847,7.9653972
10,3000,3,0.10799298,0.048907768,0.01987457,0.011882046,9.685859
12,3000,0,5.2501758e-06,0.04728901,1.5527217e-07,4.8131268e-07,5.059546
12,3000,1,0.028231814,0.046775285,0.02637265,0.0040375312,6.1423249
12,3000,2,0.056990969,0.045275901,0.021988943,0.0078960444,6.7642627
12,3000,3,0.098332056,0.04976391,0.017780224,0.0088739877,8.0036416
6,6000,0,1.7452157e-05,0.18299967,1.3297217e-07,1.0181425e-06,47.467217
6,6000,1,0.21971952,0.18056077,0.097618349,0.032439896,67.214508
6,6000,2,0.47645692,0.17990818,0.070647116,0.061449668,107.25286
6,6000,3,1.1097194,0.17905973,0.060402772,0.10227055,138.09612
8,6000,0,1.4246791e-05,0.1799449,1.9121217e-07,6.9802627e-07,50.697819
8,6000,1,0.2678052,0.18069562,0.11058098,0.028347133,71.732893
8,6000,2,0.51936578,0.18143985,0.097243311,0.053813194,82.810114
8,6000,3,0.80527318,0.18328504,0.07229711,0.068641989,94.120431
10,6000,0,1.9868165e-05,0.18067427,1.8987805e-07,6.2752515e-07,58.358183
10,6000,1,0.19295861,0.18087025,0.11752793,0.019195302,82.663409
10,6000,2,0.40400198,0.18291173,0.085719554,0.034779387,107.43884
10,6000,3,0.61008896,0.18217263,0.077507328,0.043786856,102.5198
12,6000,0,2.047686e-05,0.18267489,2.3629723e-07,5.7496234e-07,53.098003
12,6000,1,0.14773082,0.18132105,0.08907915,0.014315438,60.219984
12,6000,2,0.31424744,0.18171436,0.072638069,0.026902377,62.461988
12,6000,3,0.52845862,0.18211658,0.060424043,0.032236172,70.971539
6,9000,0,1.7553568e-05,0.38960794,1.5284038e-07,1.5073973e-06,163.45847
6,9000,1,0.50752741,0.38985771,0.22288212,0.069633157,218.61337
6,9000,2,1.0913796,0.39470393,0.16083942,0.13018882,348.59107
6,9000,3,2.5784257,0.38940219,0.13142723,0.23070159,447.32894
8,9000,0,1.6095175e-05,0.38791842,1.8626451e-07,2.1142187e-06,177.98718
8,9000,1,0.62050062,0.39080359,0.25034046,0.06513081,235.78155
8,9000,2,1.201053,0.38974328,0.22047789,0.12514762,262.31383
8,9000,3,1.870191,0.39093303,0.16252189,0.16070078,296.09803
10,9000,0,1.9053519e-05,0.38501485,1.5407801e-07,1.7881766e-06,109.77962
10,9000,1,0.45241296,0.38844792,0.25250897,0.044296215,125.93985
10,9000,2,0.95785427,0.38316255,0.18460536,0.075677921,142.29654
10,9000,3,1.4686479,0.40476896,0.16834482,0.10369577,164.12861
12,9000,0,2.2830545e-05,0.38562996,1.8926544e-07,1.6843486e-06,97.330733
12,9000,1,0.35237178,0.38933824,0.19582219,0.028369702,120.26275
12,9000,2,0.76404031,0.3883382,0.15504532,0.054384536,128.68468
12,9000,3,1.3111059,0.39365886,0.15417921,0.070047601,146.91089
6,12000,0,2.0554082e-05,0.73872313,1.6267101e-07,7.3657268e-07,378.84134
6,12000,1,0.91602336,0.71674608,0.40568706,0.12331687,488.85605
6,12000,2,1.9539134,0.71920423,0.28116492,0.22644678,816.35869
6,12000,3,4.6663428,0.71501764,0.22565644,0.42068131,1059.6039
8,12000,0,2.2221589e-05,0.72270312,1.5681144e-07,1.0738149e-06,341.18512
8,12000,1,1.1262536,0.74031499,0.44127059,0.11887586,444.83638
8,12000,2,2.1729066,0.71407897,0.38725609,0.2212648,483.35315
8,12000,3,3.3704896,0.71481778,0.28554244,0.28981805,552.64058
10,12000,0,2.6670769e-05,0.72385041,2.7313828e-07,8.3237886e-07,247.7539
10,12000,1,0.80913372,0.7219518,0.48793454,0.078835287,284.10468
10,12000,2,1.7344776,0.71797194,0.3219085,0.1342299,317.42188
10,12000,3,2.6445521,0.71576875,0.29674291,0.18567649,377.39729
12,12000,0,2.3785823e-05,0.72575059,2.0786602e-07,8.3705203e-07,196.28956
12,12000,1,0.64234041,0.75589186,0.34313121,0.049909418,236.15267
12,12000,2,1.3831366,0.71453961,0.27205322,0.092869357,254.4842
12,12000,3,2.3683493,0.71974102,0.26968577,0.13849382,274.769
6,3000,0,7.1688038e-06,0.045611769,1.1258655e-07,5.3137127e-07,6.8748162
6,3000,1,0.049697653,0.045479652,0.026077254,0.010380129,10.467579
6,3000,2,0.11018598,0.04615844,0.018604267,0.017542159,27.18545
6,3000,3,0.24650732,0.049154148,0.017724278,0.026685155,35.888085
8,3000,0,6.6583743e-06,0.04756039,1.2043165e-07,6.1071478e-07,7.1599568
8,3000,1,0.054837727,0.049301736,0.029048831,0.0086380657,9.2580177
8,3000,2,0.10411083,0.045855034,0.025091536,0.016094346,10.606544
8,3000,3,0.15212923,0.046370268,0.019450384,0.018320124,12.030702
10,3000,0,8.6275116e-06,0.044154622,1.3552606e-07,4.8976392e-07,5.7915746
10,3000,1,0.036277302,0.045273591,0.029064232,0.0058809404,6.693349
10,3000,2,0.072304248,0.046122603,0.023033119,0.010368312,7.9153332
10,3000,3,0.10742405,0.045897115,0.01768432,0.011781982,9.6454427
12,3000,0,5.5284084e-06,0.047149364,1.9888911e-07,4.6224644e-07,5.0248896
12,3000,1,0.028227455,0.044799458,0.024254599,0.0039493863,6.1642348
12,3000,2,0.056019575,0.045602869,0.020669741,0.0077150678,6.6831458
12,3000,3,0.09937567,0.04538238,0.019157158,0.0090902222,8.0632549
6,6000,0,1.7696164e-05,0.18286233,1.1951973e-07,6.0163438e-07,47.791335
6,6000,1,0.22091329,0.17964673,0.098173421,0.032698946,66.570657
6,6000,2,0.47566255,0.17899826,0.072616593,0.061606914,108.60067
6,6000,3,1.1069887,0.17834335,0.06144139,0.10047381,139.81977
8,6000,0,1.7216778e-05,0.1802319,1.9423896e-07,7.2811963e-07,55.071148
8,6000,1,0.26675714,0.17860433,0.11041753,0.028359014,69.192078
8,6000,2,0.51820629,0.18064772,0.097823461,0.054402717,79.629192
8,6000,3,0.80867493,0.18149766,0.071669278,0.068557966,88.802779
10,6000,0,2.2081621e-05,0.17840319,1.6842037e-07,6.2920153e-07,85.546658
10,6000,1,0.19160776,0.17862612,0.11718014,0.019687657,92.715673
10,6000,2,0.40231902,0.18015443,0.084516686,0.034589995,106.62274
10,6000,3,0.60916658,0.18069248,0.079336761,0.043683969,94.865149
12,6000,0,2.1144256e-05,0.17978948,2.1384201e-07,5.5703438e-07,50.763547
12,6000,1,0.14843463,0.1777713,0.086235997,0.01431701,59.619865
12,6000,2,0.31438834,0.18140517,0.069918695,0.026358952,60.312401
12,6000,3,0.5248273,0.18128598,0.061138543,0.032303444,72.493339
6,9000,0,1.7805128e-05,0.39855968,1.2583203e-07,1.3717347e-06,164.44807
6,9000,1,0.50889127,0.3914515,0.22606985,0.070390661,217.96839
6,9000,2,1.0869093,0.39425323,0.1626388,0.13119601,351.22608
6,9000,3,2.5767793,0.39590786,0.12909013,0.22854943,447.02696
8,9000,0,1.5726138e-05,0.38809872,1.7939601e-07,1.9186409e-06,178.68913
8,9000,1,0.62083482,0.3906014,0.25027543,0.065731308,238.59127
8,9000,2,1.1979091,0.39368797,0.21788169,0.1237599,263.87174
8,9000,3,1.8634962,0.39591069,0.16351012,0.16093839,310.23117
10,9000,0,1.8933117e-05,0.39106679,1.4502555e-07,1.786463e-06,107.50635
10,9000,1,0.44691202,0.39094044,0.28103176,0.043932243,125.54404
10,9000,2,0.95587327,0.38715803,0.18343411,0.076651674,140.18075
10,9000,3,1.4631622,0.39031495,0.16922569,0.10267959,164.51593
12,9000,0,2.3291291e-05,0.38953567,1.8194421e-07,1.7707547e-06,101.5543
12,9000,1,0.35140139,0.39148986,0.19154744,0.028253383,119.75897
12,9000,2,0.75481829,0.3908002,0.1585948,0.054122095,127.43403
12,9000,3,1.3079765,0.40691678,0.15583579,0.070347214,143.82807
6,12000,0,2.1414728e-05,0.7376066,1.4021579e-07,8.3860424e-07,378.17771
6,12000,1,0.9145986,0.71502499,0.39584312,0.12437024,487.8761
6,12000,2,1.972668,0.72503879,0.28644384,0.22684144,825.29585
6,12000,3,4.7291327,0.71457125,0.23062197,0.42238078,1067.0247
8,12000,0,2.3459201e-05,0.72703734,1.4656689e-07,8.7294029e-07,352.0834
8,12000,1,1.1427472,0.74497147,0.44911136,0.12101505,451.75669
8,12000,2,2.1940094,0.71497654,0.39053928,0.22556701,496.73973
8,12000,3,3.4088413,0.72004562,0.28894275,0.2950197,566.17129
10,12000,0,2.548743e-05,0.72279246,2.2135675e-07,8.7507069e-07,249.65967
10,12000,1,0.82007627,0.71725877,0.47834872,0.07921445,288.549
10,12000,2,1.7569912,0.71637804,0.33107779,0.13594181,320.45553
10,12000,3,2.6880232,0.71099295,0.30556216,0.18739584,371.32886
12,12000,0,2.6475664e-05,0.72156139,2.2245674e-07,7.6642674e-07,196.48605
12,12000,1,0.6437553,0.71587187,0.34877823,0.05014128,236.0359
12,12000,2,1.3907369,0.71215658,0.27658076,0.093281049,241.05832
12,12000,3,2.3889822,0.71245482,0.26954831,0.14518615,275.85306
6,3000,0,7.5145314e-06,0.046195388,1.2541811e-07,4.614186e-07,6.8516944
6,3000,1,0.05102305,0.046422705,0.026138707,0.010646437,10.82522
6,3000,2,0.11044655,0.046029862,0.018974633,0.018177786,27.66968
6,3000,3,0.24744426,0.045831203,0.017142199,0.026770602,35.43327
8,3000,0,6.0925959e-06,0.049317487,1.4301622e-07,5.4255361e-07,7.2515681
8,3000,1,0.055210386,0.04541371,0.028612061,0.0087417261,9.3394092
8,3000,2,0.10458803,0.046195827,0.024598008,0.015913852,10.45042
8,3000,3,0.15358458,0.050464138,0.019817562,0.018092058,12.111805
10,3000,0,1.1247583e-05,0.04474844,1.9364059e-07,5.4463744e-07,5.7330807
10,3000,1,0.036240277,0.045651611,0.02655799,0.0057875601,6.7005443
10,3000,2,0.072617171,0.049415316,0.021262498,0.010401943,7.9901504
10,3000,3,0.10832309,0.049600068,0.01845041,0.01215537,9.6368663
12,3000,0,5.3745332e-06,0.044391774,1.8121985e-07,4.6998159e-07,5.0127759
12,3000,1,0.028151486,0.047032494,0.025497597,0.0039669055,6.0909986
12,3000,2,0.056428061,0.048332796,0.021924677,0.0078177223,6.7484039
12,3000,3,0.098687409,0.048896238,0.019618957,0.0088191015,8.0539943
6,6000,0,1.7751008e-05,0.17966742,4.3451372e-07,5.9283856e-07,47.741492
6,6000,1,0.22068219,0.17920333,0.097968366,0.032017154,67.10943
6,6000,2,0.47075679,0.18793583,0.070537518,0.060927174,107.48985
6,6000,3,1.0967326,0.18067155,0.060842137,0.099414965,158.38923
8,6000,0,1.4876598e-05,0.18087006,1.504086e-07,6.9441739e-07,50.819403
8,6000,1,0.26443787,0.18123227,0.10941002,0.028849178,72.852909
8,6000,2,0.51143035,0.18110492,0.095254152,0.053618629,82.769981
8,6000,3,0.79259039,0.18359494,0.071884153,0.068341983,94.05891
10,6000,0,2.0486973e-05,0.18179753,1.9237399e-07,6.5498054e-07,72.698358
10,6000,1,0.19227485,0.1807087,0.10166425,0.020006171,97.096602
10,6000,2,0.4014513,0.18192144,0.081166308,0.034001282,119.65453
10,6000,3,0.60759643,0.18165442,0.075128166,0.044267629,114.3099
12,6000,0,2.060634e-05,0.1825828,1.7814131e-07,5.8075724e-07,50.656771
12,6000,1,0.14755955,0.18080636,0.085829712,0.014454499,60.54477
12,6000,2,0.31391259,0.18147199,0.06923608,0.026233175,63.222295
12,6000,3,0.52353415,0.18186418,0.058783857,0.03279057,71.261954
6,9000,0,1.7516625e-05,0.39985517,1.9061069e-07,1.4627973e-06,162.9781
6,9000,1,0.50919122,0.3903907,0.22301023,0.070797192,217.66143
6,9000,2,1.0943829,0.39546547,0.16157804,0.13163212,351.71195
6,9000,3,2.5876174,0.38955104,0.13301656,0.22760184,446.33352
8,9000,0,1.6822945e-05,0.38698383,1.5512342e-07,1.8445426e-06,178.23231
8,9000,1,0.61739097,0.39000417,0.2492985,0.065215195,236.93685
8,9000,2,1.1912406,0.39104938,0.21694226,0.12347089,260.5854
8,9000,3,1.8464585,0.39275722,0.16125692,0.15941335,291.97393
10,9000,0,1.8105768e-05,0.38792674,1.5091151e-07,1.7876178e-06,108.38507
10,9000,1,0.45315925,0.38894001,0.28018186,0.044539124,124.10637
10,9000,2,0.95238461,0.38492243,0.18328915,0.076351685,140.92858
10,9000,3,1.4582667,0.38671005,0.16856332,0.1029758,164.54643
12,9000,0,2.2018095e-05,0.39092843,1.6520628e-07,1.7331396e-06,98.309435
12,9000,1,0.35257334,0.39219902,0.19133951,0.02886294,123.13339
12,9000,2,0.7555548,0.3911754,0.15530851,0.053235041,126.87596
12,9000,3,1.3028637,0.39177004,0.15241881,0.071774362,138.69233
6,12000,0,2.1527935e-05,0.74100823,1.2490071e-07,7.962808e-07,379.05338
6,12000,1,0.91624519,0.71708198,0.40122878,0.12270665,487.60236
6,12000,2,1.9668728,0.72381798,0.28619164,0.22659975,818.8306
6,12000,3,4.6740305,0.74739953,0.2272762,0.42181349,1057.788
8,12000,0,2.4643843e-05,0.72981005,1.4767284e-07,8.7410444e-07,350.33261
8,12000,1,1.1256011,0.71750076,0.44698678,0.11850093,448.04819
8,12000,2,2.1740029,0.71879397,0.38794253,0.22413279,490.91954
8,12000,3,3.4028779,0.71660018,0.28746167,0.29196627,560.22588
10,12000,0,2.7691759e-05,0.7254437,1.5817583e-07,7.7199191e-07,251.37037
10,12000,1,0.81415815,0.71911559,0.48338648,0.078286521,286.44842
10,12000,2,1.7418346,0.72069053,0.32645788,0.13715397,321.89786
10,12000,3,2.6475703,0.71741731,0.29833421,0.18435042,375.52552
12,12000,0,2.3121454e-05,0.7275308,2.1598923e-07,8.2046932e-07,196.67958
12,12000,1,0.63799821,0.72247232,0.34413744,0.050530202,234.27929
12,12000,2,1.3791664,0.71621568,0.28449849,0.094494318,245.74064
12,12000,3,2.3683904,0.73109642,0.27011091,0.14404755,277.49948
6,3000,0,7.960428e-06,0.045077473,1.296608e-07,4.8408078e-07,6.887266
6,3000,1,0.05007164,0.048108853,0.025266679,0.010702079,10.583143
6,3000,2,0.10981733,0.046253953,0.018468143,0.017994435,27.197643
6,3000,3,0.24642616,0.046484217,0.017847276,0.026729338,35.404152
8,3000,0,6.3794432e-06,0.046310551,3.1688251e-07,5.8225123e-07,7.4560651
8,3000,1,0.05512717,0.05061347,0.028797173,0.0085806945,9.3639705
8,3000,2,0.10430555,0.046627156,0.024084364,0.015806897,10.476937
8,3000,3,0.154073,0.050626855,0.020047337,0.018574767,12.069407
10,3000,0,8.3993003e-06,0.04510526,2.6855618e-07,5.2344054e-07,5.8278152
10,3000,1,0.036119733,0.044681069,0.026979781,0.0058697032,6.669262
10,3000,2,0.072548919,0.045679048,0.02180038,0.010649092,7.8934291
10,3000,3,0.10820453,0.049894519,0.018580264,0.011964822,9.617238
12,3000,0,5.3317441e-06,0.047484789,1.856695e-07,4.5528739e-07,5.0554278
12,3000,1,0.028156149,0.046433251,0.02595663,0.0037952007,6.0982173
12,3000,2,0.057070069,0.044983551,0.02285543,0.0074556059,6.7223768
12,3000,3,0.099044476,0.045751959,0.020246412,0.008897248,8.6773111
6,6000,0,1.7739418e-05,0.18280685,1.2459026e-07,6.7758891e-07,47.727478
6,6000,1,0.21954743,0.17869882,0.097307693,0.032187235,66.063672
6,6000,2,0.47304195,0.18684426,0.070368999,0.061544119,112.37533
6,6000,3,1.0987307,0.17836295,0.060255751,0.099538832,144.42635
8,6000,0,1.4226593e-05,0.18501044,1.7491402e-07,6.8632653e-07,51.912525
8,6000,1,0.26344027,0.17825567,0.11106945,0.028378715,68.258469
8,6000,2,0.51531331,0.1799315,0.097211421,0.053949124,81.554027
8,6000,3,0.79958753,0.18357861,0.071343539,0.067359908,87.170773
10,6000,0,2.1318346e-05,0.18155777,1.6693026e-07,6.3139945e-07,85.826802
10,6000,1,0.1905451,0.18111091,0.11651596,0.019312997,58.303415
10,6000,2,0.40306603,0.18311262,0.081951598,0.033902047,104.12111
10,6000,3,0.60604241,0.1816975,0.077785071,0.043467322,126.08038
12,6000,0,2.1514379e-05,0.18177534,1.8556602e-07,5.4236605e-07,51.683014
12,6000,1,0.14823128,0.18065584,0.090236596,0.014251062,59.696983
12,6000,2,0.31394691,0.18062201,0.071927123,0.026554074,62.660757
12,6000,3,0.52497767,0.18108384,0.060592156,0.032367527,71.875023
6,9000,0,1.7786709e-05,0.39657418,1.7084595e-07,1.4965319e-06,164.32908
6,9000,1,0.51094106,0.39118539,0.22277046,0.070767823,220.57999
6,9000,2,1.0918309,0.39337105,0.16046134,0.13059018,349.64964
6,9000,3,2.5909878,0.38850298,0.13069353,0.23305525,448.66067
8,9000,0,1.8718012e-05,0.3860915,1.8533319e-07,1.8816791e-06,183.26436
8,9000,1,0.62686385,0.388079,0.2511247,0.065280288,237.69541
8,9000,2,1.2018433,0.40298879,0.21944803,0.12463557,262.87988
8,9000,3,1.8716191,0.39118739,0.16428081,0.16205635,294.42814
10,9000,0,1.8949471e-05,0.38446726,1.7967075e-07,2.0379201e-06,107.08595
10,9000,1,0.45179273,0.38651823,0.25443856,0.044231747,123.45632
