p,n,f,recovery,final solve,post-ortho,cs construct,pbmgs
12,9000,3,1.5553899,0.39630298,0.20554558,0.097044021,103.46626
8,12000,0,1.5721307e-05,0.6276822,2.0678272e-07,1.6606064e-06,271.71488
8,12000,1,0.99344684,0.73845481,0.40352027,0.099498165,317.45096
8,12000,2,2.1598183,0.75325747,0.35729925,0.21424759,356.23255
8,12000,3,3.5755794,0.74429348,0.29493471,0.31301004,406.45422
10,12000,0,2.0818897e-05,0.7544231,2.6663765e-07,1.7783046e-06,183.34467
10,12000,1,0.92914924,0.71287002,0.50910893,0.083932694,212.40293
10,12000,2,2.0020239,0.70427474,0.42127865,0.15685917,234.78152
10,12000,3,2.6842773,0.77427599,0.28139755,0.20321586,269.19552
12,12000,0,2.2147511e-05,0.70932085,2.793709e-07,1.6030907e-06,140.51141
12,12000,1,0.70289279,0.74639835,0.49452831,0.056237563,164.80683
12,12000,2,1.8597276,0.71775369,0.4106982,0.12594964,182.31324
12,12000,3,2.7280125,0.72962102,0.35112503,0.17400189,208.34213
8,3000,0,6.2510662e-06,0.040279903,1.5689875e-07,1.5444821e-06,6.7519373
8,3000,1,0.053912443,0.047810383,0.026302128,0.0068278316,7.868282
8,3000,2,0.1350915,0.04794663,0.024258436,0.017010979,8.7602683
8,3000,3,0.23528605,0.048569374,0.02102301,0.023690018,10.425191
10,3000,0,5.914364e-06,0.049159354,3.1864271e-07,1.2047216e-06,5.122482
10,3000,1,0.053851689,0.047728378,0.042981241,0.0053329614,6.1278537
10,3000,2,0.12209895,0.045411378,0.032512317,0.010906729,7.0340705
10,3000,3,0.19079353,0.045882877,0.024456403,0.017343276,8.3299802
12,3000,0,4.8891848e-06,0.045167387,2.967944e-07,1.1381926e-06,4.4911008
12,3000,1,0.041168484,0.046105344,0.037439647,0.0036631326,5.4357935
12,3000,2,0.10554126,0.045976978,0.033262985,0.011718623,6.0831145
12,3000,3,0.17270536,0.049088378,0.028311645,0.014876193,7.3037734
8,6000,0,1.246843e-05,0.15819261,2.0617153e-07,1.476903e-06,41.067404
8,6000,1,0.23797674,0.18643533,0.096626737,0.024760592,48.111516
8,6000,2,0.53693527,0.18657521,0.091752791,0.053930204,54.516224
8,6000,3,0.88374129,0.19289183,0.075854123,0.080504332,62.734048
10,6000,0,1.9297451e-05,0.18667135,2.5974587e-07,1.445245e-06,27.887965
10,6000,1,0.22459164,0.18030252,0.13496287,0.022644538,32.868342
10,6000,2,0.49071372,0.17873449,0.11294784,0.040900631,36.810638
10,6000,3,0.67503716,0.19465699,0.07498363,0.053723419,43.387331
12,6000,0,1.6625919e-05,0.17785805,2.5844201e-07,1.261166e-06,23.210096
12,6000,1,0.19132413,0.18397791,0.13500917,0.015496999,27.649017
12,6000,2,0.43966788,0.19180345,0.11601441,0.034161093,30.800976
12,6000,3,0.70763583,0.19667582,0.093564213,0.044439769,35.933063
8,9000,0,1.4046323e-05,0.34054511,3.8190046e-07,2.3313041e-06,144.55888
8,9000,1,0.55007156,0.40337743,0.22821972,0.055874847,168.89435
8,9000,2,1.2260949,0.40649991,0.20079999,0.12186325,192.93843
8,9000,3,2.0051058,0.39338629,0.1651402,0.17796984,218.28987
10,9000,0,2.0199344e-05,0.40356436,2.0369887e-07,2.1938235e-06,82.523577
10,9000,1,0.516537,0.41396538,0.29373329,0.047203767,94.905005
10,9000,2,1.1219761,0.37922791,0.23614789,0.088922152,105.78909
10,9000,3,1.5150573,0.40569453,0.15963573,0.12075788,124.01026
12,9000,0,2.0374065e-05,0.37980927,3.0048088e-07,1.855699e-06,70.01993
12,9000,1,0.38909569,0.39937285,0.27611338,0.030804511,80.890823
12,9000,2,1.0435215,0.39324916,0.25317583,0.067670188,90.347726
12,9000,3,1.5192482,0.40047004,0.20154424,0.092424517,103.5174
8,12000,0,1.4877383e-05,0.63627518,2.3786561e-07,1.917826e-06,273.29805
8,12000,1,0.99614942,0.74470425,0.41133907,0.10021563,315.83244
8,12000,2,2.1625534,0.7451808,0.36106331,0.21524011,357.62995
8,12000,3,3.5574608,0.70973692,0.2925489,0.30977017,406.96014
10,12000,0,2.0197164e-05,0.75146203,2.6630238e-07,8.0375001e-06,184.1153
10,12000,1,0.92414618,0.754068,0.51117134,0.085380661,211.26398
10,12000,2,2.0031651,0.73658941,0.42619276,0.15642751,233.85639
10,12000,3,2.6872594,0.72966185,0.27521065,0.19585223,268.43553
12,12000,0,2.1490786e-05,0.70637168,2.4271301e-07,1.5420503e-06,140.70649
12,12000,1,0.69609067,0.77233984,0.48677423,0.054165831,162.31394
12,12000,2,1.857088,0.74798162,0.41010675,0.11603427,180.7804
12,12000,3,2.7050327,0.73226483,0.35001061,0.17358693,209.30856
8,3000,0,6.4086344e-06,0.040437682,1.9784784e-07,1.3496901e-06,6.7537665
8,3000,1,0.053836915,0.047299834,0.025924603,0.0082303731,7.858272
8,3000,2,0.13542734,0.049047383,0.024859572,0.016633697,8.7883752
8,3000,3,0.23519057,0.048642337,0.020974368,0.020411461,10.378793
10,3000,0,5.8514625e-06,0.04887839,2.628006e-07,1.1592731e-06,5.1783255
10,3000,1,0.053723377,0.044573929,0.040509507,0.0052159099,6.0956879
10,3000,2,0.12234419,0.044125658,0.030785532,0.01326595,7.0392139
10,3000,3,0.19022358,0.046468047,0.02289766,0.013540455,8.355023
12,3000,0,5.4684804e-06,0.044816773,2.7779283e-07,1.1034362e-06,4.5417499
12,3000,1,0.041391179,0.046436526,0.038753034,0.0037592738,5.475251
12,3000,2,0.10528822,0.05087092,0.034431922,0.0084827286,6.1265908
12,3000,3,0.17365663,0.050060831,0.02793583,0.014946213,7.2914889
8,6000,0,1.2406992e-05,0.1584936,2.0116568e-07,1.4539401e-06,40.851959
8,6000,1,0.23650134,0.18656503,0.09775161,0.024698381,48.219029
8,6000,2,0.5417014,0.18746057,0.090242473,0.053576723,54.930628
8,6000,3,0.88435191,0.19106217,0.07418654,0.08090776,62.502782
10,6000,0,1.9214042e-05,0.18769051,3.1584874e-07,1.365263e-06,27.89123
10,6000,1,0.22576221,0.17970597,0.13603488,0.020875814,32.659534
10,6000,2,0.48947165,0.17827409,0.1146051,0.042168951,37.324925
10,6000,3,0.67712071,0.19534025,0.072520939,0.054871197,43.62025
12,6000,0,1.7872119e-05,0.17747385,2.8257879e-07,1.2819526e-06,23.509203
12,6000,1,0.19036493,0.18112542,0.13316654,0.015416297,27.543469
12,6000,2,0.44031328,0.18709894,0.11372706,0.03171649,30.492833
12,6000,3,0.70579403,0.18422046,0.091810774,0.049285997,36.020483
8,9000,0,1.2969627e-05,0.34209137,1.975568e-07,2.2361637e-06,144.55831
8,9000,1,0.54818362,0.40430929,0.22485731,0.056890247,168.36832
8,9000,2,1.2196245,0.40966353,0.20082013,0.12068155,195.09451
8,9000,3,2.0003605,0.38980195,0.16784802,0.17485144,218.29711
10,9000,0,2.0811036e-05,0.40539583,2.6205555e-07,2.1563098e-06,82.915069
10,9000,1,0.51450947,0.38665627,0.29105862,0.046952019,95.591617
10,9000,2,1.1201457,0.37963726,0.24425391,0.08878945,106.11388
10,9000,3,1.4942054,0.40812186,0.16005728,0.11685584,123.76162
12,9000,0,2.0765156e-05,0.38077316,2.3491318e-07,1.85372e-06,69.969053
12,9000,1,0.39182782,0.39358612,0.27915689,0.030917829,80.833127
12,9000,2,1.0473499,0.38693671,0.23598232,0.071643357,89.432266
12,9000,3,1.5449302,0.40041022,0.20084653,0.10044706,102.88381
8,12000,0,1.5667349e-05,0.63972418,2.4141627e-07,1.7016428e-06,271.95943
8,12000,1,0.99896008,0.74247526,0.40451034,0.10049727,315.30043
8,12000,2,2.154289,0.75151153,0.3608676,0.21334942,356.02777
8,12000,3,3.5744648,0.75006079,0.29396931,0.31462704,406.22656
10,12000,0,2.1536238e-05,0.75378373,2.7980655e-07,1.7151609e-06,183.66446
10,12000,1,0.92186622,0.73991568,0.51413384,0.085090198,211.13828
10,12000,2,2.007375,0.70519248,0.42199229,0.15903886,235.2047
10,12000,3,2.6853281,0.72999173,0.279941,0.19698368,268.51219
12,12000,0,2.2424087e-05,0.70926235,3.0437433e-07,1.5075784e-06,142.06777
12,12000,1,0.70788344,0.76719861,0.48817924,0.056780968,163.6464
12,12000,2,1.8567369,0.71900564,0.42057297,0.11948408,181.00581
12,12000,3,2.7516466,0.72764873,0.35697322,0.17596477,204.0335
8,3000,0,6.6408829e-06,0.039649166,1.6123522e-07,1.2638338e-06,6.8159578
8,3000,1,0.05397029,0.04690174,0.025516315,0.0082332138,7.9009751
8,3000,2,0.13561484,0.048635174,0.024014842,0.016598962,8.7904504
8,3000,3,0.23516245,0.049112618,0.020901146,0.020543852,10.46792
10,3000,0,5.6317262e-06,0.048194654,2.4650246e-07,1.1944957e-06,5.1023516
10,3000,1,0.053410175,0.047462389,0.041286034,0.0054160142,6.1397493
10,3000,2,0.12225054,0.045062639,0.031757418,0.01119815,7.0188931
10,3000,3,0.19057268,0.049845766,0.024561414,0.013914383,8.325642
12,3000,0,5.3885807e-06,0.045154855,2.6612543e-07,1.1023237e-06,4.5439087
12,3000,1,0.041085876,0.045913061,0.038851963,0.003759262,5.4697087
12,3000,2,0.10556311,0.050275147,0.034914757,0.011256104,6.0462545
12,3000,3,0.17370111,0.050428834,0.027360483,0.015149223,7.2863195
8,6000,0,1.2110831e-05,0.15582887,2.127781e-07,1.471024e-06,40.535972
8,6000,1,0.23676061,0.1858603,0.09601083,0.026092158,48.482323
8,6000,2,0.53743298,0.18689917,0.091228753,0.053916676,53.845596
8,6000,3,0.89001399,0.19212023,0.076275888,0.077210675,62.477748
10,6000,0,1.9903984e-05,0.18799649,3.0959025e-07,1.3841316e-06,27.927264
10,6000,1,0.22579817,0.18060436,0.13159807,0.022424242,32.709218
10,6000,2,0.49427788,0.1901681,0.11004064,0.04038906,37.390528
10,6000,3,0.66642493,0.19412466,0.072359665,0.050409272,43.306394
12,6000,0,1.746808e-05,0.18901853,2.2252142e-07,1.4178351e-06,23.386985
12,6000,1,0.18981499,0.18556558,0.13240472,0.015554088,27.715029
12,6000,2,0.43937047,0.18941722,0.11523831,0.03137223,30.714797
12,6000,3,0.71242023,0.18510657,0.092441767,0.044744479,36.172039
8,9000,0,1.2888049e-05,0.33839015,2.3079338e-07,2.2237364e-06,144.02475
8,9000,1,0.55305107,0.40156815,0.22425352,0.056250116,168.26902
8,9000,2,1.2201253,0.40925214,0.20022764,0.12170646,190.92236
8,9000,3,2.0010636,0.38400469,0.16535124,0.17574432,217.98761
10,9000,0,2.0766892e-05,0.40522941,3.0307099e-07,7.8642182e-06,81.961145
10,9000,1,0.51539662,0.38274073,0.29438754,0.048831837,95.14104
10,9000,2,1.1174072,0.38263162,0.24092695,0.088769213,106.58481
10,9000,3,1.486869,0.41826529,0.15824881,0.10698912,123.27877
12,9000,0,2.0436749e-05,0.38304505,2.8586429e-07,1.7700044e-06,70.073825
12,9000,1,0.39489677,0.39844201,0.27612569,0.030585202,80.425566
12,9000,2,1.0719418,0.39391492,0.23206333,0.069018057,89.759007
12,9000,3,1.5463437,0.40090056,0.19932728,0.101187,102.80137
8,12000,0,1.5457539e-05,0.63934678,3.0148658e-07,1.642009e-06,271.58112
8,12000,1,0.99568236,0.74358716,0.40767599,0.099688755,315.28583
8,12000,2,2.156412,0.75207234,0.35521691,0.21522958,355.89765
8,12000,3,3.5572783,0.76180384,0.2917428,0.31051332,405.41223
10,12000,0,1.9903928e-05,0.75553474,2.201274e-07,1.7209537e-06,183.35228
10,12000,1,0.92673696,0.71204319,0.51446817,0.084593494,210.90977
10,12000,2,2.0030718,0.70193757,0.42115088,0.15848837,234.22902
10,12000,3,2.6452808,0.76714251,0.27690301,0.19578664,268.40689
12,12000,0,2.1824277e-05,0.70685543,2.3596092e-07,1.5043317e-06,140.66012
12,12000,1,0.69931119,0.77108517,0.4865435,0.054327545,162.11124
12,12000,2,1.8718137,0.71725687,0.41123726,0.12227439,180.93739
12,12000,3,2.741789,0.72558825,0.34938701,0.17618109,204.4246
8,3000,0,6.3945772e-06,0.040479425,1.5992555e-07,1.33703e-06,6.7857797
8,3000,1,0.05441225,0.048211059,0.026807456,0.0081748426,7.9135801
8,3000,2,0.13601294,0.049081167,0.02443326,0.014648108,8.7804669
8,3000,3,0.23663768,0.049176157,0.021479359,0.020586694,10.461171
10,3000,0,5.8063865e-06,0.048274571,3.3702701e-07,1.2210757e-06,5.1144828
10,3000,1,0.053705601,0.048692022,0.041091862,0.0051138863,6.1223909
10,3000,2,0.12238938,0.044630084,0.031641684,0.010899455,7.0222798
10,3000,3,0.18965567,0.04622893,0.025490869,0.013678195,8.3800869
12,3000,0,5.0510539e-06,0.044860501,2.3519776e-07,1.0804635e-06,4.5254431
12,3000,1,0.041252596,0.049917862,0.038646184,0.0037179749,5.5677839
12,3000,2,0.10519378,0.045067774,0.034311906,0.011160674,6.0918526
12,3000,3,0.17297002,0.051061142,0.027052626,0.014791759,7.2300311
8,6000,0,1.2369565e-05,0.15819422,2.4438486e-07,1.4905527e-06,40.692556
8,6000,1,0.23675206,0.18709477,0.096775574,0.02470396,48.259336
8,6000,2,0.54021812,0.18817107,0.091280482,0.053581338,54.471473
8,6000,3,0.88050024,0.18255243,0.074448439,0.078469963,62.811777
10,6000,0,1.9701701e-05,0.18790058,2.5426969e-07,1.3529696e-06,27.927514
10,6000,1,0.2268588,0.18057264,0.13561792,0.020575126,32.733593
10,6000,2,0.49188334,0.18955299,0.11459254,0.042628443,37.226437
10,6000,3,0.67045872,0.19847831,0.0744335,0.049228979,43.686052
12,6000,0,1.7301826e-05,0.17817881,2.0881028e-07,1.2415953e-06,23.485382
12,6000,1,0.19037512,0.18326184,0.1349647,0.015555812,27.904292
12,6000,2,0.43840471,0.18911188,0.11515503,0.034593762,30.484272
12,6000,3,0.71276445,0.19239846,0.092270587,0.048815669,35.871585
8,9000,0,1.2851233e-05,0.3406933,1.8803985e-07,2.1962042e-06,144.75386
8,9000,1,0.54962229,0.40472838,0.22661171,0.057779303,168.92842
8,9000,2,1.2198866,0.40782903,0.20370456,0.12231783,192.24345
8,9000,3,2.0053061,0.41139629,0.16626709,0.17712599,217.56157
10,9000,0,2.0071995e-05,0.40353958,2.2707507e-07,2.167169e-06,82.710203
10,9000,1,0.51615817,0.38812065,0.28782995,0.047375084,94.924551
10,9000,2,1.1173122,0.38191587,0.23489202,0.089275017,106.24393
10,9000,3,1.504168,0.40902971,0.15929747,0.10907422,123.09607
12,9000,0,2.0046059e-05,0.38179704,2.7819381e-07,1.810517e-06,69.98218
12,9000,1,0.39011241,0.39620147,0.27455238,0.032718688,80.763849
12,9000,2,1.0388633,0.39074242,0.2372452,0.064685528,89.019638
12,9000,3,1.5483067,0.42016878,0.1986092,0.10187819,102.52512
8,12000,0,1.5359547e-05,0.63914035,2.1417509e-07,1.7237326e-06,272.09554
8,12000,1,0.99432975,0.74354519,0.40798583,0.10091373,314.78758
8,12000,2,2.1690966,0.75124999,0.35333919,0.21265895,356.55139
8,12000,3,3.5722161,0.71156521,0.28785942,0.30867526,407.9792
10,12000,0,2.0472798e-05,0.75458674,2.5104731e-07,4.0296651e-06,182.8512
10,12000,1,0.92340865,0.70782646,0.50850196,0.085710906,211.14767
10,12000,2,2.0068457,0.73210982,0.41612034,0.15636976,233.52085
10,12000,3,2.6640227,0.76676184,0.27259052,0.19627841,268.05393
12,12000,0,2.1526241e-05,0.70965333,2.1020727e-07,1.501887e-06,140.65548
12,12000,1,0.70949748,0.7295917,0.47933101,0.054589009,163.07727
12,12000,2,1.8534238,0.71767984,0.41229047,0.12110023,179.85259
12,12000,3,2.7566163,0.72958085,0.35774955,0.17385061,204.90453
8,3000,0,6.2937324e-06,0.040499443,2.9389048e-07,1.2889795e-06,6.7554421
8,3000,1,0.054078134,0.047553042,0.026243094,0.006927523,7.8680834
8,3000,2,0.13584506,0.049084213,0.024462201,0.01466597,8.7745378
8,3000,3,0.23494321,0.048973035,0.021308418,0.020522918,10.426002
10,3000,0,5.7291612e-06,0.04855131,2.6553869e-07,1.2061372e-06,5.0985177
10,3000,1,0.054073275,0.048294146,0.041771525,0.0053007068,6.1062726
10,3000,2,0.12276431,0.045585539,0.032565034,0.01114024,7.0789472
10,3000,3,0.19110446,0.046190187,0.023732643,0.013592527,8.3400681
12,3000,0,4.9801181e-06,0.045876391,3.3073593e-07,1.0688737e-06,4.5342815
12,3000,1,0.0411604,0.051247787,0.037923586,0.0038036933,5.432568
12,3000,2,0.10556006,0.050084876,0.034914571,0.0085472718,6.0975991
12,3000,3,0.17332668,0.046109676,0.028366398,0.011142675,7.2920967
8,6000,0,1.2387114e-05,0.15728185,1.8451829e-07,1.4583929e-06,40.570676
8,6000,1,0.2369284,0.18699454,0.096402559,0.025918411,48.453638
8,6000,2,0.5414549,0.1889766,0.091315354,0.055376177,54.627
8,6000,3,0.88393944,0.19117355,0.075079942,0.077847038,62.648916
10,6000,0,1.9430947e-05,0.18894408,2.6622787e-07,7.0415437e-06,28.198113
10,6000,1,0.22491922,0.18017549,0.13545427,0.020688393,32.882264
10,6000,2,0.48987259,0.1897186,0.11243739,0.039615321,36.702696
10,6000,3,0.6720894,0.19680208,0.074327866,0.050868532,43.545118
12,6000,0,1.7349375e-05,0.18770996,2.5077154e-07,1.280077e-06,23.239094
12,6000,1,0.19004516,0.18508224,0.13520171,0.01730273,27.594083
12,6000,2,0.44030551,0.18948074,0.11562775,0.031714589,30.606749
12,6000,3,0.70765388,0.18497417,0.09293653,0.044936789,35.769921
8,9000,0,1.3183017e-05,0.33770219,2.0788866e-07,2.2851746e-06,144.77173
8,9000,1,0.54881113,0.40027122,0.22331718,0.057518762,169.39517
8,9000,2,1.2171929,0.40980924,0.19920268,0.11999138,192.6073
8,9000,3,2.0011213,0.39069948,0.16917422,0.17476983,220.64919
10,9000,0,2.1077525e-05,0.40585985,2.431497e-07,2.0304322e-06,81.924385
10,9000,1,0.51721759,0.38636059,0.29243824,0.047445112,95.403389
10,9000,2,1.1191239,0.38103095,0.24212447,0.089164719,107.12385
10,9000,3,1.5058015,0.39188406,0.15593875,0.10862004,123.19523
12,9000,0,2.0150276e-05,0.38198033,2.7092432e-07,1.7982675e-06,69.666295
12,9000,1,0.39143135,0.39384248,0.2856175,0.030863582,80.591901
12,9000,2,1.0373095,0.38797161,0.23462546,0.066132789,89.87484
12,9000,3,1.5457755,0.3954073,0.2003067,0.10032471,102.96932
8,12000,0,1.5505968e-05,0.63098152,1.9287108e-07,1.6029517e-06,272.88367
8,12000,1,0.99976694,0.73759233,0.40528314,0.100872,315.55941
8,12000,2,2.1718903,0.75231174,0.35535601,0.21547278,355.37228
8,12000,3,3.5780721,0.71423872,0.29623916,0.31027383,406.55048
10,12000,0,2.0692293e-05,0.75512007,2.9936433e-07,8.1606209e-06,183.19652
10,12000,1,0.92202674,0.71417549,0.50783945,0.085930855,210.76153
10,12000,2,2.0056759,0.70465645,0.41817499,0.15661665,233.47573
10,12000,3,2.6945929,0.76661268,0.27834328,0.19593073,268.8388
12,12000,0,2.173086e-05,0.709902,2.5350083e-07,1.6162715e-06,140.90632
12,12000,1,0.7011893,0.77124259,0.48846972,0.053702049,171.79616
12,12000,2,1.8548018,0.74817443,0.41483931,0.12304078,182.04745
12,12000,3,2.7527473,0.73070937,0.35362545,0.17733452,205.48712
8,3000,0,6.3591579e-06,0.040087324,1.9613071e-07,1.3591198e-06,6.7816492
8,3000,1,0.053786644,0.0478065,0.025791184,0.0069713145,7.8799794
8,3000,2,0.13560031,0.048806744,0.024465249,0.016709689,8.7628981
8,3000,3,0.23627537,0.049083997,0.021948301,0.020595819,10.449755
10,3000,0,5.7486631e-06,0.048804499,3.3935532e-07,8.2428753e-06,5.122873
10,3000,1,0.053369896,0.045701459,0.04246295,0.0068704731,6.1119175
10,3000,2,0.12187164,0.045501754,0.032979251,0.013784523,7.003739
10,3000,3,0.19015303,0.045571331,0.021809113,0.013630472,8.4229126
12,3000,0,5.094826e-06,0.045431308,2.6991539e-07,1.1655243e-06,4.5306912
12,3000,1,0.041409619,0.046166005,0.035104167,0.0055652076,5.4987936
12,3000,2,0.10535826,0.049761171,0.033080245,0.01144877,6.048262
12,3000,3,0.17344435,0.046815515,0.027912333,0.014864948,7.2489637
8,6000,0,1.2449367e-05,0.1566113,1.9656727e-07,1.4935504e-06,40.337334
8,6000,1,0.23752193,0.187343,0.096844003,0.024729639,48.113369
8,6000,2,0.54139152,0.18796433,0.09122372,0.054303203,54.333123
8,6000,3,0.88371906,0.19114386,0.075293432,0.078540519,62.633917
10,6000,0,2.0529609e-05,0.18836103,2.1584332e-07,1.4126673e-06,28.518952
10,6000,1,0.22435219,0.18117962,0.13514561,0.020772406,32.848131
10,6000,2,0.49269578,0.18999549,0.11320685,0.040249472,37.113751
10,6000,3,0.67754315,0.19856438,0.07552136,0.048608795,43.590974
12,6000,0,1.73107e-05,0.17803391,3.0855234e-07,1.2225549e-06,23.384186
12,6000,1,0.19019146,0.18429246,0.13516456,0.015635039,27.773102
12,6000,2,0.43959173,0.18258515,0.11571439,0.031622775,30.614953
12,6000,3,0.70749154,0.19119453,0.094390156,0.049021189,35.849374
8,9000,0,1.659579e-05,0.34148271,1.649023e-07,2.3389584e-06,144.68568
8,9000,1,0.55082953,0.40140621,0.22267925,0.057556816,168.83851
8,9000,2,1.219597,0.41049599,0.20091861,0.12153471,191.64535
8,9000,3,2.0000595,0.3918139,0.16715612,0.17421371,219.95243
10,9000,0,2.0168293e-05,0.40433814,2.7419999e-07,3.6742166e-06,82.339949
10,9000,1,0.51678689,0.3873475,0.28925425,0.048723561,94.960301
10,9000,2,1.1182935,0.37922511,0.24202439,0.088434429,105.9403
10,9000,3,1.5140567,0.39854319,0.15909183,0.11409712,123.29833
12,9000,0,2.0400789e-05,0.40440642,2.6352548e-07,6.6173573e-06,69.860584
12,9000,1,0.38670113,0.3995732,0.27992392,0.03076326,80.975873
12,9000,2,1.0408,0.39432392,0.23608287,0.069867466,89.24723
12,9000,3,1.5548262,0.39369598,0.19842074,0.098816155,102.99057
8,12000,0,1.5564263e-05,0.62893963,2.0468724e-07,1.6374688e-06,271.46801
8,12000,1,0.99753805,0.74095835,0.4065545,0.099342532,314.38656
8,12000,2,2.1650173,0.75151774,0.35650984,0.21372683,355.22309
8,12000,3,3.5656815,0.70662772,0.28885802,0.31263351,404.97235
10,12000,0,2.0311158e-05,0.75652796,2.8731301e-07,1.7816573e-06,183.48058
10,12000,1,0.9237905,0.74427595,0.50812156,0.083662935,211.19351
10,12000,2,2.0104665,0.69568391,0.42003527,0.15684676,233.5788
10,12000,3,2.6735167,0.73026104,0.28279543,0.19618303,268.20508
12,12000,0,2.185492e-05,0.70383554,2.0502032e-07,1.4865202e-06,140.47324
12,12000,1,0.70589356,0.72855055,0.4806768,0.055781276,164.42799
12,12000,2,1.8608174,0.72978252,0.41431962,0.11682509,183.64473
12,12000,3,2.7689601,0.75554253,0.35411257,0.1728228,204.7147
8,3000,0,6.3386397e-06,0.040764246,2.3774919e-07,1.3031822e-06,6.6777652
8,3000,1,0.05411024,0.0471368,0.026197231,0.0067170715,7.754946
8,3000,2,0.13497027,0.048560854,0.025255555,0.016881359,8.7283427
8,3000,3,0.23491199,0.048659913,0.020431655,0.020648165,10.335067
10,3000,0,6.1994605e-06,0.048603686,2.2914261e-07,7.9828873e-06,5.0393439
10,3000,1,0.053260889,0.048477691,0.04466598,0.0071179462,6.0425433
10,3000,2,0.12221041,0.044871196,0.03044155,0.013570574,6.9817902
10,3000,3,0.19068161,0.04606571,0.023052515,0.013619131,8.3086365
12,3000,0,5.0848272e-06,0.044525988,2.6401701e-07,6.4209647e-06,4.5104769
12,3000,1,0.041024849,0.045202091,0.038338989,0.0057133187,5.4835651
12,3000,2,0.10552117,0.044791626,0.034082711,0.0083158242,6.0594826
12,3000,3,0.17457175,0.049978282,0.026909495,0.011020027,7.2687607
8,6000,0,1.2619741e-05,0.15856701,2.3137545e-07,1.5436672e-06,40.769008
8,6000,1,0.23748566,0.1881226,0.097637839,0.024703916,48.01422
8,6000,2,0.53936704,0.18878397,0.092045862,0.05555073,54.397257
8,6000,3,0.88215195,0.19113656,0.073500129,0.078139283,62.591727
10,6000,0,2.0057131e-05,0.1883719,2.4056062e-07,1.4096312e-06,27.987825
10,6000,1,0.2249867,0.18100891,0.1353564,0.020813276,32.601156
10,6000,2,0.49255599,0.18878746,0.11122795,0.042498512,36.964845
10,6000,3,0.67181053,0.19834964,0.073670775,0.049417866,43.724199
12,6000,0,1.7554137e-05,0.1823049,2.1915831e-07,1.2805815e-06,23.322328
12,6000,1,0.18949127,0.18411016,0.13082203,0.015559242,27.426852
12,6000,2,0.43985757,0.18961667,0.11293712,0.031465743,30.79701
12,6000,3,0.71034507,0.18556372,0.091905134,0.048476521,35.827767
8,9000,0,1.3476587e-05,0.33881399,2.0756852e-07,2.0260341e-06,145.20791
8,9000,1,0.54973602,0.40119868,0.22296019,0.057130968,169.49893
8,9000,2,1.2189938,0.41006097,0.20104047,0.11909783,192.56404
